Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment
7143471,361415.4,10166.4,180,68.219444,0.10172633,230.12621,2.1214509,16.771,0.78609002,47.231415,91.799927,1074.2543,8723.5195
7143472,361415.4,10167,216,83.989441,0.047772795,203.70699,4.0550814,39.921043,0.79053771,100.66792,148.63701,1628.8148,18381.6
7143473,361415.4,10167.6,231,88.199608,0.076610953,211.20496,4.578722,17.949024,0.59462452,68.746307,120.27984,1747.0171,16965
7143476,361415.4,10169.4,79,24.664898,0.089653097,92.310921,3.0304489,13.776596,0.17425686,28.645718,58.797916,414.52353,3270.6001
7143477,361415.4,10170,92,31.485071,0.078650966,267.77588,0.39814705,17.471243,0.77425689,38.701054,70.925964,574.54749,5547.2402
7143478,361415.4,10170.6,92,32.69215,0.065072127,269.52112,1.1953306,18.06975,0.81722379,46.739929,79.456451,570.81989,5564.1602
7143479,361415.4,10171.2,93,34.292168,0.070142999,270.34381,1.557753,18.668421,0.44344786,44.732544,78.380898,577.82391,5674.3198
7143480,361415.4,10171.8,150,60.558895,0.083876118,114.57774,2.5725551,19.267231,0.039592609,52.179489,95.252136,1126.3281,10997.64
7143481,361415.4,10172.4,158,63.852474,0.087006636,125.01013,2.4769549,19.866161,0.63692021,52.409481,96.032364,1179.7776,11713.68
7143482,361415.4,10173,190,74.306625,0.082790405,138.35829,3.6980381,20.465193,0.83501446,61.142365,106.20103,1559.1499,17444.52
7143483,361415.4,10173.6,208,81.401466,0.095068604,149.70496,4.0723796,21.064314,0.85784537,57.931458,103.72955,1731.9929,19621.801
7143484,361415.4,10174.2,210,83.44651,0.10150333,164.89168,3.8065629,21.663513,0.84567153,55.890831,101.64098,1648.2227,17797.68
7143485,361415.4,10174.8,218,85.80909,0.092495814,181.69267,3.9328718,22.262779,0.84944952,62.522945,107.97185,1691.6964,18185.4
7143486,361415.4,10175.4,222,88.98381,0.095056109,195.70273,4.5676885,22.862106,0.85509974,62.900936,108.46021,1736.9926,19060.92
7143487,361415.4,10176,212,84.905228,0.088699222,212.04472,4.647109,23.461485,0.86075002,65.492455,109.67616,1614.6865,17803.439
7143488,361415.4,10176.6,200,80.856636,0.095679298,224.8662,5.0880499,24.060911,0.86640024,59.187027,103.05137,1546.8586,17922.6
7143489,361415.4,10177.2,182,70.45549,0.083123215,239.86505,4.8805304,24.660379,0.87205052,60.571423,103.20511,1342.4578,15787.8
7143490,361415.4,10177.8,168,66.118225,0.079046555,248.52536,5.364419,25.259886,0.87770075,62.056313,102.52365,1240.7301,15570
7143491,361415.4,10178.4,155,62.863022,0.076445781,253.58281,5.7733631,25.859426,0.88335097,62.054035,101.65431,1159.8462,15371.64
7143492,361415.4,10179,139,56.911552,0.1021338,261.62411,5.7730556,26.458998,0.88900125,45.135651,83.679756,958.56152,12666.96
7143493,361415.4,10179.6,135,55.900368,0.1014128,263.15649,6.3396416,27.058596,0.89465147,45.432243,83.227318,959.44922,13235.04
7143494,361415.4,10180.2,135,54.9767,0.10149106,264.35815,6.8994231,27.65822,0.90030175,45.192371,82.50502,1003.4303,14236.56
7143495,361415.4,10180.8,135,54.305004,0.10149421,265.17151,7.4705348,28.257866,0.90595198,45.096485,81.998184,1054.1179,15335.28
7143496,361415.4,10181.4,131,53.794609,0.10145351,265.77859,8.0480042,28.857534,0.91160226,45.091167,81.628304,1068.8521,16053.84
7143497,361415.4,10182,131,53.392975,0.10138704,266.23212,8.629859,29.45722,0.91725248,45.145111,81.349663,1132.1689,17339.76
7143498,361415.4,10182.6,129,53.067791,0.10130552,266.57953,9.2147064,30.056925,0.5540157,45.239021,81.134186,1178.6467,18461.52
7143505,361415.4,10186.8,281,126.86545,0.069734238,140.91849,8.445549,20.654831,0.39802182,115.11481,151.20062,2583.5635,29121.84
7143506,361415.4,10187.4,298,136.84395,0.071169518,148.64235,8.1579676,21.023657,0.96810472,112.1349,155.44284,2700.2466,30840.48
7143507,361415.4,10188,271,121.76234,0.064521879,150.86452,6.9771838,20.883209,0.97375494,109.70509,153.99545,2216.8599,23363.641
7143508,361415.4,10188.6,258,111.94902,0.067769609,153.20667,6.268867,18.269051,0.97940522,101.75848,144.07797,1968.1975,19999.08
7143509,361415.4,10189.2,256,117.33187,0.073219903,162.28569,6.5991879,18.128206,1.0035772,100.25732,141.90521,1925.7275,20205.359
7143510,361415.4,10189.8,262,116.95312,0.07443276,166.11418,6.6841812,20.14863,0.88293111,95.735146,140.51697,1989.2415,21693.24
7143511,361415.4,10190.4,217,89.131805,0.068134576,173.89867,5.0860858,19.68347,0.28295657,89.29364,128.2146,1402.2529,13043.52
7143512,361415.4,10191,169,54.644508,0.13992921,158.15082,5.5311956,17.887091,0.0031282839,49.880146,70.052559,1184.7773,11803.32
7143513,361415.4,10191.6,177,72.003593,0.087022491,188.93626,5.584826,18.245934,0.1103747,72.397301,101.96855,1155.5913,12006.72
7143518,361415.4,10194.6,80,33.040169,0.14397709,239.08055,3.6441591,10.911159,0.0040303585,33.170925,53.700626,320.66769,1672.5601
7143519,361415.4,10195.2,79,32.118134,0.13093691,242.90996,3.9738853,10.887667,0.0095575843,35.48415,55.519947,336.68738,1866.96
7143520,361415.4,10195.8,76,30.417395,0.12292363,248.14166,4.5759468,11.072059,0.015084811,36.200405,55.763271,349.6142,2102.04
7143521,361415.4,10196.4,71,28.431351,0.18637608,253.72534,5.3102088,11.379685,0.020612037,25.444248,43.78331,358.76562,2342.8799
7143526,361415.4,10199.4,729,472.34949,0.0364835,118.48375,15.692009,65.077919,0.064306818,312.65616,403.3559,16421.006,475876.81
7143527,361415.4,10200,734,512.58398,0.023159878,129.09613,15.752874,64.80014,0.66429347,434.18433,527.37469,16840.344,505101.59
7143543,361415.4,10209.6,691,458.87723,0.056607176,137.11365,6.7544312,55.978172,3.2432616,221.24921,319.1666,11312.58,246216.59
7143544,361415.4,10210.2,708,482.38858,0.042173233,151.147,7.2491193,56.767429,3.1541822,283.36447,379.12726,11621.876,254251.44
7143545,361415.4,10210.8,698,481.29309,0.032968007,148.86833,6.589942,53.976849,3.1420913,333.78986,428.31512,11007.229,223767.72
7143546,361415.4,10211.4,708,459.13037,0.061921813,130.05064,5.7737937,54.547211,3.0708923,209.37886,305.2468,10970.341,213490.44
7143547,361415.4,10212,714,444.07739,0.097365841,116.53699,5.6939254,28.731461,3.0872457,142.89093,239.40375,10846.418,203918.05
7143548,361415.4,10212.6,720,436.01913,0.12864059,113.4863,5.6651258,28.464729,3.2036998,110.22668,206.38052,10807.943,199879.2
7143549,361415.4,10213.2,736,441.27429,0.13239475,115.96078,5.3118768,28.927408,3.218581,107.37843,204.6557,10824.979,195732.36
7143550,361415.4,10213.8,754,449.25131,0.11595894,119.29861,5.0412021,29.403879,2.9573772,121.83845,220.64673,10861.801,191655
7143551,361415.4,10214.4,766,451.80331,0.12169693,122.15141,4.6781936,29.892279,2.6729779,116.37712,215.99307,10807.632,186751.08
7143552,361415.4,10215,773,453.76575,0.13263386,125.74168,4.3069286,33.235271,2.5027065,106.77784,207.345,10620.591,179116.2
7143553,361415.4,10215.6,781,463.9975,0.12027365,132.41045,4.0288239,33.800522,2.4647198,118.22394,220.17982,10513.987,174631.31
7143554,361415.4,10216.2,779,465.42892,0.12080813,139.22583,3.6310055,34.367188,2.4936314,117.02479,220.03084,10281.052,168741.36
7143555,361415.4,10216.8,790,470.3869,0.10047234,147.95883,3.4127681,34.935181,2.5209978,137.99155,242.55447,10297.082,168382.44
7143559,361415.4,10219.2,793,518.98376,0.080605887,183.23604,4.8765101,40.942474,3.5658693,172.047,284.44507,9801.3916,158125.69
7143565,361415.4,10222.8,817,523.26562,0.07235682,214.53358,6.8614979,42.901222,3.9531093,187.54865,301.45764,10117.854,180266.05
7143566,361415.4,10223.4,845,519.99585,0.068166628,219.27931,7.3901267,46.036404,3.8971024,200.1954,309.61282,11385.316,235290.95
7143567,361415.4,10224,848,516.87659,0.072490178,222.39374,7.8206615,46.170944,3.4984684,197.25407,299.33588,11551.404,244588.69
7143568,361415.4,10224.6,832,505.41745,0.082140058,226.57332,8.0487003,46.324944,2.903872,174.69627,278.06897,11172.669,235965.95
7143569,361415.4,10225.2,760,469.7074,0.10282546,239.62115,7.3607593,42.728012,2.3092887,136.20598,239.58978,8738.2715,143874.36
7143570,361415.4,10225.8,740,452.72293,0.11718109,244.29845,7.7871275,43.268486,1.7147053,118.8925,220.33952,8462.4141,138997.8
7143571,361415.4,10226.4,707,433.21887,0.10261872,248.47667,8.5044556,43.814934,1.1201221,133.90549,230.32724,8058.8945,130097.88
7143574,361415.4,10228.2,147,60.621494,0.045938171,183.33466,7.9123659,43.443851,0.39413247,106.76067,128.77495,1080.9362,10557.36
7143575,361415.4,10228.8,76,27.453411,0.10008411,225.92772,5.5839543,13.729943,0.43769056,41.139072,58.71114,502.99167,4279.6802
7143576,361415.4,10229.4,34,12.13609,0.053804751,232.97244,1.0481849,14.337121,0.52115434,38.542381,53.239506,169.43478,1349.64
7143577,361415.4,10230,26,10.544067,0.21876903,64.924072,1.8372641,6.6873145,0.4703021,9.6108084,24.610254,61.14402,189
7143578,361415.4,10230.6,34,12.264158,0.28799844,23.04204,1.1144905,4.4813657,0.44232619,6.7949853,23.13283,68.456879,164.88
7143579,361415.4,10231.2,35,11.959439,0.29747418,318.68326,1.4174709,4.5547943,0.31730232,6.5681019,22.476864,73.080811,187.2
7143580,361415.4,10231.8,18,7.2204952,0.1174095,280.01926,1.9939635,8.675231,0.24080244,14.909904,27.799488,34.694977,89.639999
7143581,361415.4,10232.4,16,5.8793373,0.42676088,265.99561,1.9184548,4.6763859,0.16430254,1.250762,13.157605,33.302227,95.400002
7143582,361415.4,10233,16,5.852047,0.43003982,266.83453,2.5181103,5.2753382,0.087802656,1.2432458,13.076891,40.900806,136.8
7143583,361415.4,10233.6,119,50.881077,0.25033215,158.14836,5.7869582,12.160513,0.011302764,31.0278,50.53878,743.3092,5665.3198
7143586,361415.4,10235.4,327,129.64635,0.22003831,155.94876,3.932193,13.526399,0.093400441,40.763123,86.047043,2168.9712,18055.801
7143587,361415.4,10236,454,204.63231,0.068305083,217.9543,5.1758447,29.506525,0.57986337,103.97461,194.0285,3519.0996,35781.84
7143588,361415.4,10236.6,403,179.97321,0.049228236,237.87495,6.7740746,33.479683,0.1325829,132.78091,214.33926,3451.5596,40087.441
7143589,361415.4,10237.2,166,86.921898,0.094041757,290.8699,5.2132306,38.049133,0.20972545,38.629265,107.7728,919.22528,6463.4399
7143590,361415.4,10237.8,164,90.455223,0.097177915,286.935,6.8271389,38.905991,0.28686801,39.025787,108.15285,898.5979,6215.04
7143591,361415.4,10238.4,164,93.835236,0.10059395,284.60599,8.2574673,39.49852,0.36401057,39.256321,108.26846,890.4472,6108.1201
7143592,361415.4,10239,164,96.910324,0.11114515,283.02905,9.5470877,40.091274,0.44115311,35.774281,104.67542,887.96429,6120
7143593,361415.4,10239.6,164,99.608566,0.11386409,281.8764,10.712813,40.684242,0.51829571,35.846035,104.84794,891.06586,6250.6802
7143594,361415.4,10240.2,164,102.01227,0.1162471,280.97147,11.793859,41.277412,0.59543824,36.185566,105.01228,899.84045,6500.1602
7143595,361415.4,10240.8,164,104.1803,0.11836106,280.24344,12.810754,41.870777,0.67258078,36.554188,105.17034,914.64258,6868.4399
7143596,361415.4,10241.4,165,106.14215,0.1202376,279.62573,13.77457,42.464329,0.74972337,36.954239,105.32433,956.74042,7802.2798
7143597,361415.4,10242,166,107.92264,0.12189937,279.10172,14.694696,43.058056,0.82686591,37.388947,105.47766,1006.7666,8932.3203
7143598,361415.4,10242.6,166,109.54298,0.1233599,278.64621,15.57779,43.651958,0.90400845,37.862759,105.63557,1041.1646,9710.2803
7143599,361415.4,10243.2,167,111.03606,0.12040245,278.24597,16.426376,44.246025,0.98115104,40.223625,107.6513,1105.762,11190.24
7143600,361415.4,10243.8,167,112.47211,0.12137465,277.88132,17.234003,44.840248,1.0582936,40.83736,107.91042,1152.9133,12237.84
7143601,361415.4,10244.4,168,113.85388,0.12199795,277.54349,18.005972,45.434624,1.1354362,41.564663,108.29355,1232.0934,14077.8
7143602,361415.4,10245,173,116.10081,0.10744306,277.15302,18.562977,46.029148,1.2125787,49.758385,116.52882,1320.1938,15570.72
7143603,361415.4,10245.6,180,121.10316,0.098390117,276.39175,18.563723,46.62381,1.2897213,56.953823,124.36751,1454.9694,18086.039
7143604,361415.4,10246.2,196,130.16051,0.076273315,274.55115,18.009014,47.218605,1.3668638,76.311073,146.4395,1676.6799,21173.039
7143605,361415.4,10246.8,282,174.27351,0.08610291,262.06375,14.70577,47.813534,1.4736267,81.825691,159.48201,3001.9243,41669.281
7143606,361415.4,10247.4,349,192.73996,0.11242507,258.83908,15.328425,48.408585,1.1779041,73.675591,146.77742,4041.0437,58491.359
7143607,361415.4,10248,281,159.61043,0.086945333,268.0361,18.381283,49.003757,0.58486456,81.125847,151.88414,3053.9956,43325.641
7208984,361416,10152.6,163,63.321659,0.13591073,96.324844,9.835515,30.573339,0.047267441,51.444035,76.516335,1656.1025,24990.119
7208985,361416,10153.2,168,65.105339,0.13645646,96.974228,9.3078489,29.974154,0.64725935,51.060417,77.431236,1617.2404,23667.48
7208986,361416,10153.8,172,67.015785,0.13114953,97.758865,8.7554493,29.375036,1.2417295,49.052486,80.132759,1576.6927,22407.119
7208987,361416,10154.4,180,69.041336,0.12915654,98.778343,8.1593037,28.775995,1.2522107,46.504452,81.959885,1559.6185,21264.48
7208988,361416,10155,193,73.456429,0.10930306,102.05816,7.4367275,28.177042,1.262692,52.475815,91.897491,1589.2587,20546.641
7208989,361416,10155.6,215,80.7696,0.10322803,109.07635,6.6375628,27.578184,1.2731732,53.557327,99.158539,1712.6526,20910.6
7208990,361416,10156.2,227,85.079376,0.1065843,114.31799,6.0071177,26.979439,1.2836545,52.39838,100.1545,1775.2024,20895.84
7208991,361416,10156.8,213,82.076851,0.10248268,111.66549,5.4922299,26.380823,1.0551395,54.848007,100.32058,1549.2133,17616.6
7208992,361416,10157.4,207,78.775284,0.13477513,107.52055,5.0505214,25.782352,0.45743334,39.938637,85.702805,1381.5233,14888.88
7208993,361416,10158,230,87.354774,0.097194254,112.77785,4.4350848,25.184055,0.060647756,58.939056,106.27423,1459.4717,14465.52
7208994,361416,10158.6,211,82.106987,0.098471597,113.9271,4.2717299,24.585958,0.51021314,55.233246,102.36217,1304.5408,12870.72
7208995,361416,10159.2,200,77.317307,0.12035795,113.9409,4.0503168,23.988096,0.88916647,46.179157,89.847481,1200.6283,11607.12
7208996,361416,10159.8,193,75.037674,0.12594837,116.49852,3.6829774,23.390512,0.31109914,45.50909,86.526337,1133.3246,10655.28
7208997,361416,10160.4,185,71.343903,0.12775178,118.61472,3.4455173,22.793266,0.14162976,46.949608,83.772194,1108.17,10470.96
7208998,361416,10161,182,68.9245,0.12724817,120.24774,3.1693099,22.196423,0.14607744,47.096699,82.502289,1066.1954,9768.5996
7208999,361416,10161.6,179,67.282074,0.12622726,122.46033,2.8520534,21.600075,0.15052511,47.102203,81.842339,1038.1456,9493.2002
7209000,361416,10162.2,178,66.205254,0.12853684,126.03381,2.5194058,21.004339,0.15497279,46.408722,80.452095,1026.7126,9322.2002
7209001,361416,10162.8,177,65.647606,0.1296894,131.73328,2.1876462,20.409372,0.15942046,46.072475,79.755775,1020.9943,9206.6396
7209002,361416,10163.4,177,65.453285,0.13004833,140.07718,1.8858702,19.815384,0.16386814,45.977203,79.527672,1027.8984,9197.2803
7209003,361416,10164,178,65.575104,0.12966721,151.64377,1.648209,19.222664,0.16831581,46.099327,79.718544,1044.0007,9251.2803
7209004,361416,10164.6,177,66.04644,0.12832591,166.18947,1.5122968,18.631624,0.1727635,46.49205,80.421555,1051.6401,9266.04
7209005,361416,10165.2,179,67.025291,0.12533475,181.5885,1.5173637,18.04286,0.17721117,47.341133,81.976341,1087.4469,9527.4004
7209006,361416,10165.8,186,69.446594,0.11369056,192.62282,1.7301257,17.457273,0.18165885,51.822437,87.61293,1166.9258,10168.92
7209007,361416,10166.4,198,74.869225,0.1002375,195.80804,2.2661567,16.876265,0.18610652,56.664661,96.881645,1305.5059,11504.52
7209008,361416,10167,234,89.87323,0.04987926,190.14166,4.1091647,40.506561,0.19055419,108.85819,150.47353,1852.9427,20528.279
7209009,361416,10167.6,251,95.121735,0.079833515,195.96083,4.3344975,18.548592,0.19500187,76.767342,122.36359,2015.4758,20550.24
7209010,361416,10168.2,252,96.016769,0.078698255,203.97517,4.4364467,18.586626,0.19944954,85.671471,123.82146,2099.5681,21831.48
7209011,361416,10168.8,184,68.017456,0.14517891,237.57008,2.4414291,16.342455,0.20389722,46.735481,76.729675,1449.198,14069.88
7209012,361416,10169.4,187,68.8591,0.13839635,235.92889,2.3415716,16.935463,0.20834489,47.697613,79.072098,1514.3947,15213.24
7209013,361416,10170,182,67.267624,0.14381541,234.91809,2.2219901,17.52932,0.21279258,43.740566,76.666435,1490.625,15260.4
7209014,361416,10170.6,177,64.957367,0.14232974,235.67595,2.238764,18.123884,0.21724024,41.33725,75.730583,1438.9406,14819.4
7209015,361416,10171.2,179,67.632675,0.093291037,219.37019,2.4061778,18.719042,0.22168793,59.29707,95.447212,1505.6937,16185.6
7209016,361416,10171.8,118,48.832474,0.1806393,113.00627,6.5322008,16.057871,0.02566902,28.084024,58.284515,879.04419,8031.96
7209017,361416,10172.4,168,65.413208,0.089802697,128.81335,5.5449009,20.240786,0.23058327,60.840015,95.673782,1348.6648,14288.76
7209018,361416,10173,194,77.375,0.080481753,147.31396,4.6294665,20.507275,0.23503095,73.382622,109.9149,1669.4788,18884.881
7209019,361416,10173.6,208,81.446259,0.08992552,163.08087,4.0696955,21.104067,0.3002384,68.697556,106.68394,1775.7599,20156.4
7209020,361416,10174.2,209,83.339172,0.095228955,178.80247,3.9835961,21.701141,0.24901929,66.944374,104.86849,1731.4004,19481.4
7209021,361416,10174.8,210,84.823555,0.084367432,191.98189,4.4349413,22.298464,0.24947612,76.125122,112.40244,1760.2864,20072.881
7209022,361416,10175.4,212,86.836723,0.098049402,201.75641,5.1052451,22.896004,0.25512636,69.651695,105.49556,1788.8854,20962.08
7209023,361416,10176,203,83.785263,0.094631694,214.60356,5.2723389,23.493736,0.26077661,70.47921,105.48007,1651.468,19265.4
7209024,361416,10176.6,196,81.317459,0.10454957,224.7861,5.7689819,24.091642,0.26642686,64.431351,98.863434,1612.2394,19646.641
7209025,361416,10177.2,189,76.492043,0.10082372,234.12999,6.0776925,24.689699,0.27207711,62.656078,97.640884,1551.6383,19472.4
7209026,361416,10177.8,164,67.860031,0.094408296,245.16389,5.9805832,25.285479,0.27772737,61.660942,95.0401,1252.1503,15829.56
7209027,361416,10178.4,161,66.625771,0.077745616,248.26057,6.6895838,25.881538,0.28337759,71.368553,103.77389,1265.3317,16915.32
7209028,361416,10179,152,64.38208,0.078252479,251.33813,7.1390357,26.478207,0.28902784,69.628342,101.68066,1223.0787,17108.641
7209029,361416,10179.6,135,58.480137,0.088083141,257.57425,7.1116171,27.075361,0.29467809,59.960823,91.340363,988.29126,13527.36
7209030,361416,10180.2,132,57.333641,0.10329311,259.10471,7.6131997,27.672909,0.30032834,52.488831,83.51683,987.79041,13763.88
7209031,361416,10180.8,129,56.372849,0.1025083,260.27933,8.127532,28.270779,0.3059786,52.450848,83.130508,987.8714,13905.36
7209032,361416,10181.4,128,55.581932,0.10238823,261.20712,8.6505556,28.868916,0.31162885,52.090347,82.593658,1016.2568,14339.16
7209033,361416,10182,127,54.941921,0.10222171,261.95059,9.1824617,29.467276,0.3172791,51.819084,82.183624,1046.8715,14725.44
7209034,361416,10182.6,124,54.41087,0.1020297,262.54721,9.7216864,30.065823,0.32292932,51.610111,81.862396,1076.6382,15544.8
7209041,361416,10186.8,271,120.7169,0.065764144,146.11583,9.2880077,21.803959,0.36248106,116.08578,151.87784,2695.9658,33027.84
7209042,361416,10187.4,272,124.05692,0.073539801,152.68886,8.6009455,21.642216,0.36813131,103.56293,145.5976,2572.0132,30457.08
7209043,361416,10188,255,112.91074,0.053011756,155.47467,7.4867272,19.012518,0.37378156,118.5214,163.6012,2177.657,23828.76
7209044,361416,10188.6,244,106.96461,0.053832795,158.05739,7.0169759,18.850254,0.37943181,111.80678,158.01617,1970.2618,21252.961
7209045,361416,10189.2,245,110.59653,0.05632716,165.30255,7.6122985,20.069557,0.43280703,111.5808,157.07851,2005.7677,23087.881
