Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment
5701746,361402.2,10206.6,674,515.27423,0.023649678,174.57674,5.6751041,49.149395,6.4744334,436.88376,523.25281,6590.292,120977.64
5701747,361402.2,10207.2,676,500.5217,0.022640238,181.38971,5.0294061,49.269562,6.3722515,441.70776,527.07922,6412.189,111179.16
5701748,361402.2,10207.8,642,476.20831,0.016766783,187.50002,4.0262003,43.427795,6.3071966,501.76138,597.41833,5221.5439,74832.477
5701749,361402.2,10208.4,654,490.71823,0.013333727,199.29041,5.2936177,50.952896,6.2431746,584.24744,680.05688,5792,103232.52
5701750,361402.2,10209,671,494.34067,0.017488068,204.52733,5.7424135,49.536716,6.179152,500.36151,596.00128,6292.271,117606.96
5701751,361402.2,10209.6,683,493.46167,0.02450675,207.68686,6.4332714,44.576447,6.1151299,407.78339,503.02411,6724.186,133460.64
5701752,361402.2,10210.2,670,488.78793,0.01845002,213.7052,6.8857498,49.69405,6.0511079,482.76492,576.98798,6255.6768,117369.36
5701753,361402.2,10210.8,663,476.81808,0.023088122,218.58267,7.2064524,51.246227,5.9870858,416.2872,509.43289,6390.4736,129901.32
5701754,361402.2,10211.4,638,458.61539,0.021092767,221.52596,6.6867514,44.301476,5.9230633,430.27078,522.71198,5465.3413,89226.719
5701757,361402.2,10213.2,625,423.58078,0.029565606,231.22092,7.3058596,47.107803,5.569603,332.18433,424.30649,5211.3223,71889.117
5701758,361402.2,10213.8,623,413.49719,0.027644198,234.32939,7.4443016,47.549858,4.972795,340.46805,433.55002,5295.4038,72053.641
5701759,361402.2,10214.4,613,409.40341,0.029030271,236.55447,7.9459391,48.976421,4.3759871,335.48114,420.97385,5355.1768,74176.922
5701760,361402.2,10215,643,406.2066,0.029411511,238.38597,8.2690735,49.416702,3.7791793,337.02866,416.60046,6349.4355,103930.2
5701767,361402.2,10219.2,322,291.86154,0.045161009,102.55921,6.4488811,35.258633,0.15847543,203.45345,284.97815,3900.2881,60935.039
5701768,361402.2,10219.8,391,334.89539,0.02739579,124.77192,4.5879555,46.540539,0.75528324,302.40131,391.9382,4742.7407,75791.883
5701769,361402.2,10220.4,433,362.34106,0.023955902,154.40298,3.6425364,47.273605,1.3520911,337.7258,435.97086,5440.1338,94475.883
5701770,361402.2,10221,476,382.28781,0.018213892,171.02187,3.5961106,45.52866,1.9488989,410.3956,513.56897,6056.9619,102667.32
5701771,361402.2,10221.6,494,404.62692,0.017759206,189.243,4.3389606,44.128727,2.5457067,433.52905,535.08221,6505.5415,112329.72
5701772,361402.2,10222.2,490,402.44647,0.019522123,197.52037,5.0031567,44.368687,2.6845875,411.22433,508.97388,6764.0015,122824.8
5701799,361402.2,10238.4,444,188.79652,0.097832449,41.257259,4.8703747,19.282734,0.23930795,80.800331,155.72577,3539.5955,34940.879
5701800,361402.2,10239,457,193.68391,0.10074996,31.100945,4.1787009,19.916363,0.83923471,80.599548,155.42799,3624.335,36511.922
5701801,361402.2,10239.6,455,194.81429,0.10259765,21.802723,3.8272843,20.529577,1.4392226,80.358803,154.47089,3504.9373,35004.961
5701802,361402.2,10240.2,455,195.13756,0.10410845,11.948157,3.6194673,21.136299,2.0392175,80.31395,153.47314,3415.769,33845.762
5701803,361402.2,10240.8,450,195.13579,0.10546647,1.6530051,3.5313575,21.740358,2.6183054,80.497986,152.48116,3300.498,32620.68
5701804,361402.2,10241.4,452,194.98633,0.10688105,351.43085,3.563163,22.343073,3.2019126,80.665932,151.41072,3288.0354,32675.76
5701805,361402.2,10242,449,194.57095,0.10811343,341.70398,3.7020252,22.945015,3.7906418,81.296494,150.38486,3235.8938,32363.641
5701806,361402.2,10242.6,450,193.83102,0.10914061,332.94406,3.9409859,23.546473,3.3030369,83.015579,149.39064,3231.4136,32538.24
5701807,361402.2,10243.2,444,192.24921,0.10968756,325.33246,4.264255,24.147606,2.7079642,86.746315,148.40842,3219.9492,33050.879
5701808,361402.2,10243.8,433,187.57024,0.10743751,318.41006,4.662581,24.748514,2.1128912,93.084457,148.11838,3162.6292,33100.559
5701809,361402.2,10244.4,427,182.48634,0.12646529,313.55954,5.0707479,25.349258,1.5178185,80.949333,134.65871,3178.9377,34011
5701810,361402.2,10245,415,178.35849,0.13218044,310.00214,5.5240903,25.949879,0.92274565,78.169899,130.21716,3167.8225,34565.398
5701811,361402.2,10245.6,394,169.79272,0.14956582,304.39453,6.0949373,26.550402,0.32767281,69.537949,119.43959,3095.604,34793.641
5701812,361402.2,10246.2,341,137.53172,0.093788967,304.17892,6.6739979,27.150852,0.045555562,94.311073,135.74709,2775.835,32688.721
5701813,361402.2,10246.8,288,125.90433,0.071517348,299.67883,6.8316789,27.751242,0.63267487,111.28724,148.73718,2307.1626,28465.92
5701814,361402.2,10247.4,285,124.87102,0.081601955,300.77896,7.3391347,28.351583,1.2322661,103.4565,138.67094,2439.1345,31172.039
5701815,361402.2,10248,266,108.88734,0.076574586,293.30246,8.4797125,28.951883,1.3697153,102.05484,133.67534,2437.521,32711.76
5701816,361402.2,10248.6,218,88.422676,0.068876393,283.13666,9.3935919,29.552151,1.2913392,100.45651,127.014,2024.2268,29087.641
5701817,361402.2,10249.2,187,75.523651,0.064955011,276.56403,10.181244,30.152391,1.2129629,97.201569,120.876,1775.9725,27273.6
5701818,361402.2,10249.8,165,69.008774,0.065671802,273.64322,10.953448,30.752605,0.95857799,91.937485,114.91259,1625.2108,26551.08
5701819,361402.2,10250.4,156,62.487549,0.061909255,272.85294,12.012218,31.3528,0.3637929,90.679527,112.62217,1639.5559,27606.24
5701823,361402.2,10252.8,78,36.534409,0.082357936,333.61978,3.6735988,14.541282,0.32904813,37.441124,74.662628,387.51398,2961
5701824,361402.2,10253.4,81,37.537209,0.084489636,322.49567,4.0306687,15.0988,0.92903787,37.702118,74.719543,431.6554,3591.3601
5701825,361402.2,10254,84,38.10474,0.1378119,314.68448,4.4705191,15.70693,0.35752019,22.338045,58.945557,485.74384,4327.5601
5767193,361402.8,10153.2,82,29.178381,0.1866926,63.356556,7.0044866,18.330372,0.5796212,27.475164,44.317165,589.62561,6807.96
5767194,361402.8,10153.8,77,28.919743,0.17829436,58.797867,6.0869174,17.816572,1.1796123,27.697588,45.147461,482.58575,5273.6401
5767195,361402.8,10154.4,65,23.970905,0.15742901,52.473469,3.5155244,17.132849,1.3953751,26.288076,43.742619,263.22406,2044.08
5767196,361402.8,10155,59,22.127586,0.35180783,36.039715,1.9667126,8.7720594,1.3964235,10.690228,28.113779,161.2057,675
5767197,361402.8,10155.6,61,22.523146,0.39151958,11.662384,1.6687955,7.539988,1.3974719,9.3149986,26.887022,162.97687,619.20001
5767198,361402.8,10156.2,89,31.038706,0.20451875,355.75897,3.911082,14.519988,0.94456875,21.478739,43.6707,441.75452,3593.8799
5767199,361402.8,10156.8,84,32.068352,0.21123976,345.38165,4.3127265,14.535428,0.34456873,21.01766,43.677261,411.43973,3187.0801
5767200,361402.8,10157.4,143,50.936687,0.30332363,91.304298,5.721139,11.892006,0.13543126,19.067062,45.937481,833.1059,6107.7598
5767201,361402.8,10158,188,71.831421,0.075568371,131.924,8.7155485,37.99865,0.73543125,80.060036,109.29295,1833.179,36096.84
5767202,361402.8,10158.6,169,63.789951,0.034404445,120.67768,5.4851446,36.792336,1.3354312,121.17496,152.64191,1086.3544,13875.84
5767203,361402.8,10159.2,151,53.216732,0.33506194,88.567825,3.805578,10.15519,1.4222058,14.196273,44.675198,695.31421,4203.7202
5767204,361402.8,10159.8,147,51.458668,0.32949159,80.882362,3.6006095,9.5841026,1.3911082,14.761072,44.300846,649.22272,3775.6799
5767205,361402.8,10160.4,155,54.540012,0.31086516,69.852875,3.6722693,12.504336,1.3874371,17.885979,46.954426,682.63208,3933.72
5767206,361402.8,10161,178,64.059906,0.32579497,55.94416,3.913945,13.206964,1.3837661,18.394268,49.707954,852.67249,5400
5767207,361402.8,10161.6,204,72.967865,0.32646665,43.897346,3.8597062,13.055586,1.3800951,19.487326,52.997005,1007.7681,6458.7598
5767208,361402.8,10162.2,227,81.077255,0.33330512,31.348433,3.7285969,12.97536,1.3764241,19.433023,55.288326,1115.4238,6975
5767209,361402.8,10162.8,236,84.5485,0.16205181,22.746229,3.4711061,18.24148,1.3727531,43.220501,80.971268,1163.1373,7379.2798
5767210,361402.8,10163.4,242,88.996544,0.16709885,14.683178,3.2413626,16.661077,1.3690821,41.817303,81.809692,1173.3344,7219.7998
5767211,361402.8,10164,251,93.023438,0.16582479,3.4106059,3.1311383,14.866478,1.365411,41.722866,83.960762,1242.6068,7769.1602
5767212,361402.8,10164.6,261,97.523178,0.11116177,351.8559,3.202359,16.110888,1.3617401,60.646065,104.99802,1330.2709,8508.2402
5767213,361402.8,10165.2,312,112.97263,0.092668064,349.1886,3.7755702,19.593378,1.3580691,76.734512,123.77316,1945.74,16379.64
5767214,361402.8,10165.8,316,115.80074,0.097571053,335.65503,3.8958852,18.531868,1.3543981,74.294991,122.12375,1940.4149,15135.48
5767215,361402.8,10166.4,320,116.06431,0.11452219,322.20737,4.1725278,16.425035,1.3507271,63.205063,112.85205,1949.3955,14903.28
5767216,361402.8,10167,455,190.80409,0.074846439,174.69241,5.9166169,36.007908,1.347056,116.85487,178.98358,4552.6328,73595.156
5767217,361402.8,10167.6,487,193.32225,0.084296919,185.9189,6.4798508,35.203606,1.4150428,109.66199,169.76181,5957.335,116176.32
5767218,361402.8,10168.2,304,115.16735,0.12721419,304.08762,5.7961726,17.727564,0.86495709,55.611061,106.66006,2176.5913,19071.359
5767220,361402.8,10169.4,464,170.81096,0.27973905,63.162678,8.9754086,19.230766,0.095026299,41.632835,87.596397,4489.7075,51236.281
5767221,361402.8,10170,478,176.72423,0.28002405,60.076302,8.2990255,18.718975,0.69501799,40.516998,89.054382,4350.4927,47203.559
5767222,361402.8,10170.6,484,178.65828,0.27737242,57.668282,7.7416453,18.213379,1.2950097,40.449162,89.967339,4210.1685,43972.922
5767223,361402.8,10171.2,491,180.51118,0.27471644,55.066433,7.1995835,17.714615,1.6647464,39.329308,90.868767,4082.9333,40949.281
5767226,361402.8,10173,515,188.739,0.23314399,42.190086,5.570394,16.267094,1.6639404,44.599247,100.86108,3809.7019,33942.602
5767227,361402.8,10173.6,511,189.14848,0.23860747,37.429546,5.1512351,15.80402,1.6636717,42.960876,99.80777,3643.1558,31253.4
5767228,361402.8,10174.2,519,189.3177,0.24223393,31.957615,4.7762384,15.352621,1.663403,41.859314,99.102142,3600.8384,30029.039
5767229,361402.8,10174.8,516,189.26802,0.24303231,25.704521,4.4526582,15.007446,1.6631343,41.418335,98.926247,3487.2146,28290.24
5767230,361402.8,10175.4,509,188.72696,0.240676,18.554667,4.2051644,15.737206,1.7110599,41.268173,99.267136,3354.5906,26403.84
5767231,361402.8,10176,504,187.786,0.23530816,10.694137,4.0394831,16.486046,1.6630461,42.815418,100.14241,3289.0596,25485.84
5767232,361402.8,10176.6,501,186.81737,0.29334512,1.9200785,3.9812994,13.696959,1.6630461,32.470325,89.459015,3269.814,25259.4
5767233,361402.8,10177.2,501,185.9814,0.26745138,352.99841,4.0231028,15.152551,1.6630461,36.165302,93.479691,3278.9795,25351.561
5767234,361402.8,10177.8,499,185.315,0.25736707,344.47046,4.1694732,15.361549,1.6630461,38.211678,95.122604,3295.1531,25789.68
5767235,361402.8,10178.4,500,185.70355,0.20826016,335.75995,4.3673143,16.596937,1.6630461,49.355156,105.85513,3356.8171,26878.68
5767236,361402.8,10179,498,184.72992,0.20317304,329.59549,4.6857519,17.085863,1.6630461,50.915726,106.89085,3407.1694,28001.52
5767237,361402.8,10179.6,497,183.6179,0.23756063,324.25183,5.0405827,16.216194,1.6630461,42.780308,98.554214,3484.6497,29541.961
5767238,361402.8,10180.2,507,187.91048,0.13831693,323.66382,5.1974878,21.721186,1.6630461,74.891739,130.66003,3737.9312,33906.961
5767239,361402.8,10180.8,524,192.4489,0.14839892,322.3905,5.3708935,18.71183,1.6630461,70.980469,127.65778,4059.085,38765.16
5767240,361402.8,10181.4,531,197.62999,0.14946724,321.11609,5.5746136,18.802752,1.6630461,71.164169,128.90161,4234.728,41352.84
5767241,361402.8,10182,530,200.07158,0.20412694,318.24335,5.896193,17.524763,1.6630461,52.806179,110.9807,4325.7954,43103.879
5767242,361402.8,10182.6,522,199.83806,0.20805918,313.19998,6.3511863,17.005915,1.6630461,50.829918,109.86278,4334.4634,43908.84
5767243,361402.8,10183.2,539,205.63913,0.1394691,311.11963,6.7583022,18.068533,1.6630461,73.692398,136.11902,4617.3267,48152.52
5767244,361402.8,10183.8,509,192.67992,0.1512087,304.42197,7.5464263,17.840586,1.5204906,67.145363,126.54202,4633.2017,51165
5767245,361402.8,10184.4,463,173.55432,0.23843752,296.91495,8.5171213,18.373306,1.0276767,39.419308,95.639076,4399.7188,50473.801
5767246,361402.8,10185,428,160.0584,0.2418118,292.84399,9.1716547,18.843241,0.72135085,39.650028,91.202217,4295.333,51759.719
5767255,361402.8,10190.4,397,197.10402,0.10060733,25.703554,5.6179471,28.474321,1.5055563,99.7453,156.9054,2760.6631,23499.721
5767256,361402.8,10191,408,194.79941,0.10148008,19.06262,5.3929076,27.397093,1.510258,97.994148,155.3132,2815.6702,24189.48
5767257,361402.8,10191.6,401,190.85139,0.10382866,12.428301,5.2402925,26.347095,1.5109293,96.273323,151.98264,2731.8755,23451.84
5767258,361402.8,10192.2,381,186.88466,0.10391112,5.4857035,5.1204152,25.329741,1.5116388,96.083038,150.33522,2518.9585,21021.84
5767259,361402.8,10192.8,376,183.66687,0.09497945,358.3064,5.0779243,24.351315,1.513963,102.15381,155.88542,2483.0703,20918.16
5767260,361402.8,10193.4,367,180.70824,0.092806086,351.21411,5.1063342,23.419069,1.5162872,103.32915,156.42484,2409.043,20236.68
5767261,361402.8,10194,361,177.52461,0.092201397,344.69211,5.2254252,22.541302,1.5186113,103.20113,155.54837,2379.5537,20136.6
5767262,361402.8,10194.6,357,175.39153,0.098789938,338.47104,5.4020548,21.727396,1.5209355,97.413567,149.36639,2375.5085,20305.08
5767263,361402.8,10195.2,352,173.82111,0.099946223,332.5936,5.6039701,20.98777,1.5232598,95.656311,147.83354,2403.4326,21094.199
5767264,361402.8,10195.8,352,172.56145,0.096292228,327.07266,5.7864065,21.48489,1.5255839,96.989052,150.06561,2463.0354,21989.881
5767265,361402.8,10196.4,350,172.77475,0.10817833,321.70197,5.9119339,22.311148,1.5279081,87.149475,141.66904,2456.4863,21548.16
5767266,361402.8,10197,423,270.66046,0.071249567,197.10396,7.2774529,49.303452,1.5324961,154.14998,218.4873,4807.7378,109461.96
5767267,361402.8,10197.6,455,277.07883,0.078538723,202.92497,8.540226,49.276909,1.5350821,145.42621,210.55457,6097.6675,157982.05
5767275,361402.8,10202.4,730,553.94366,0.018520918,145.71545,8.550931,51.620522,3.0126858,518.72766,613.06494,9829.8457,215502.84
5767276,361402.8,10203,721,557.65112,0.022872435,153.63217,8.6984215,49.840336,3.6126835,450.52908,553.51581,9969.4385,241821.72
5767277,361402.8,10203.6,668,530.89618,0.024320258,148.30568,6.8222966,49.434303,4.2126813,424.23212,523.75195,7441.3994,133758.36
5767278,361402.8,10204.2,667,538.93964,0.024768598,158.08267,6.8649321,50.042725,4.8126793,424.14859,522.9068,7536.915,154398.59
5767279,361402.8,10204.8,662,519.6734,0.031122353,159.95131,6.1342502,50.283516,5.4126773,358.44971,458.0722,7104.3022,142544.52
5767280,361402.8,10205.4,650,500.26138,0.024122441,160.87885,4.9940948,42.762012,5.9815593,410.38824,510.49652,6129.5679,97972.562
5767281,361402.8,10206,644,490.23801,0.019762591,167.40305,4.874464,43.492992,5.9311247,456.84125,558.32422,5723.6382,85749.844
5767282,361402.8,10206.6,667,500.32144,0.023259923,175.72072,5.8539934,49.712959,5.8899207,423.07761,519.90662,6321.7812,109833.12
5767283,361402.8,10207.2,681,497.18167,0.022622576,183.80458,5.9580054,49.85955,5.7774105,429.20593,525.52264,6638.8018,119799.36
5767284,361402.8,10207.8,646,471.90994,0.020020846,191.05145,4.9093671,44.169292,5.7106218,449.49051,544.24353,5424.1592,80620.203
5767285,361402.8,10208.4,643,472.89487,0.013760389,198.5204,5.6124907,51.50536,5.6465998,562.40668,657.16113,5420.2285,86826.602
5767286,361402.8,10209,669,481.1897,0.014245657,205.63025,6.5664129,51.564278,5.5825777,557.2027,651.51111,6141.6729,110860.92
5767287,361402.8,10209.6,687,486.85526,0.017131725,209.18867,7.6532426,50.365105,5.5185556,503.71909,597.59137,6942.0791,142374.59
5767288,361402.8,10210.2,676,472.0769,0.023863841,212.46573,7.7250099,45.424793,5.4545331,407.13779,498.58722,6615.7446,130621.68
5767289,361402.8,10210.8,653,464.73108,0.019131303,217.68829,7.9745798,50.398849,5.390511,466.13376,552.50159,5980.7236,109481.76
5767290,361402.8,10211.4,653,456.8028,0.023921581,221.55714,8.5124903,51.91156,5.326489,406.50351,489.8627,6261.3691,124902.36
5767291,361402.8,10212,632,440.54434,0.018847872,223.47572,8.1357708,52.705029,5.2624669,460.63712,541.96167,5592.8545,93926.156
5767292,361402.8,10212.6,632,431.63943,0.020599511,225.89717,8.3939219,52.073097,5.1984444,433.47433,513.14136,5643.6748,94056.844
5767293,361402.8,10213.2,630,429.18195,0.020535987,228.16777,9.1736917,53.727112,5.1344223,431.82739,512.4693,5838.9424,104115.24
5767294,361402.8,10213.8,621,413.57095,0.029822601,229.99208,8.4610958,47.95512,5.0346045,337.09985,417.45261,5472.0771,79678.797
5767295,361402.8,10214.4,621,406.64154,0.02941406,232.36191,8.4472666,48.3983,4.4377966,337.55493,416.80539,5567.833,77891.039
5767296,361402.8,10215,627,405.65167,0.029131996,233.87465,8.8359461,49.824459,3.8409889,340.03064,418.30826,5869.2129,84099.961
5767303,361402.8,10219.2,362,298.80627,0.051454857,102.53642,6.7839489,35.248318,0.096665852,189.32631,270.13858,4795.3877,82111.68
5767304,361402.8,10219.8,401,320.04926,0.037134971,113.54753,5.2619371,34.648312,0.6934737,243.94066,329.09537,5114.9639,85615.203
5767305,361402.8,10220.4,404,332.72278,0.028078826,137.0818,4.5983934,47.430202,1.2902815,294.10275,385.88397,5153.061,89607.961
5767306,361402.8,10221,421,342.61707,0.028375376,145.70146,4.3440781,48.154522,1.8870894,294.83856,389.52792,5427.5356,94790.883
5767307,361402.8,10221.6,459,369.30972,0.02431274,175.21861,4.916873,45.958771,2.1580415,340.6796,436.90131,6139.8574,112103.64
5767308,361402.8,10222.2,477,384.87372,0.029838758,188.27075,5.2164478,46.87254,2.0991619,308.8602,402.59991,6739.3159,128686.68
5767309,361402.8,10222.8,483,390.74283,0.018200675,200.0699,5.5138631,45.343372,2.0143223,426.54807,519.40564,7091.9141,138922.2
5767310,361402.8,10223.4,504,393.59271,0.01416495,206.17226,7.2127061,54.67894,1.9517424,497.73099,590.90942,8004.542,169550.64
5767311,361402.8,10224,499,379.21707,0.013146373,204.38068,8.7698126,54.80125,1.8891625,510.78806,602.06848,8350.3711,183200.77
5767314,361402.8,10225.8,534,383.84982,0.017052118,213.88387,10.425092,56.550835,1.7014228,439.19086,531.85889,9179.5586,212995.44
5767315,361402.8,10226.4,503,362.15869,0.021337932,223.66992,9.9291229,57.152988,1.681549,387.64825,461.82584,8434.2061,196797.59
5767316,361402.8,10227,406,297.19989,0.031099506,257.733,5.4218411,57.358994,1.5671074,277.28064,346.53931,5246.0337,84656.156
5767317,361402.8,10227.6,381,271.98666,0.056435082,265.36798,6.4673328,29.38809,1.502701,181.48344,246.09578,5157.1519,86113.078
5767322,361402.8,10230.6,278,194.79851,0.042985462,253.13373,10.086412,51.206364,1.1806693,188.06396,238.63654,4396.6309,86835.242
5767323,361402.8,10231.2,269,190.73991,0.047980238,254.31052,10.519588,51.762554,1.1162629,173.72835,223.50874,4314.6924,85902.477
5767324,361402.8,10231.8,262,187.24625,0.04637149,255.4808,10.918363,52.267239,1.0518565,176.33659,225.26099,4308.0063,89393.758
5767325,361402.8,10232.4,261,185.88715,0.051559273,256.39362,11.381464,52.777481,0.98745024,164.03461,212.85126,4355.3086,92050.922
5767326,361402.8,10233,260,185.5712,0.051487293,257.14069,11.878608,53.292835,0.92304385,164.10469,212.81889,4367.4648,92467.078
5767327,361402.8,10233.6,262,185.64644,0.050598487,257.8035,12.37761,53.812908,0.85863751,165.93025,214.72345,4519.9907,99376.203
5767328,361402.8,10234.2,261,185.99211,0.050404843,258.38718,12.867878,54.328079,0.79423118,165.98805,215.33571,4561.6758,102225.6
5767329,361402.8,10234.8,261,186.37326,0.050477181,258.92523,13.315011,54.828674,0.72982484,166.13226,215.40173,4607.4873,105130.44
5767330,361402.8,10235.4,258,182.9288,0.076643221,259.73959,13.079638,36.936035,0.66541845,123.66298,173.18452,4519.3647,102672.36
5767331,361402.8,10236,262,184.45908,0.076721087,260.0249,13.063589,37.520916,0.60101211,123.93816,173.81912,4540.7515,103757.4
5767332,361402.8,10236.6,266,186.06454,0.076633252,260.33401,13.079021,38.106266,0.53660578,123.71967,174.67395,4528.8213,104019.12
5767333,361402.8,10237.2,281,191.42879,0.076926082,260.27805,12.732857,38.692066,0.47219941,123.5608,176.83643,4620.3701,106324.2
5767334,361402.8,10237.8,314,201.2153,0.077839263,259.9314,12.114904,39.278297,0.25708747,121.89857,180.23373,4841.5815,110889
5767335,361402.8,10238.4,575,309.07449,0.067854062,277.71408,5.8008966,39.864937,0.14913219,148.1386,239.24815,6980.0977,133156.8
5767336,361402.8,10239,563,293.94766,0.062911168,278.36575,6.1554656,40.438194,0.73280245,169.84396,242.31264,6802.2007,133416.36
5767337,361402.8,10239.6,548,278.92551,0.060744952,279.08179,6.3750482,40.980564,1.3252716,171.40939,240.21159,6523.2886,131045.04
5767338,361402.8,10240.2,534,269.82587,0.059431203,279.53622,6.7000947,41.529324,1.9177408,172.82555,238.85782,6239.3867,127849.68
5767339,361402.8,10240.8,523,262.91101,0.058423273,279.81342,7.0582547,42.083538,2.51021,174.12833,237.80249,5922.7461,122071.32
5767340,361402.8,10241.4,505,248.73517,0.056133818,283.01535,6.6862307,42.563828,3.1026793,174.22116,235.97241,5388.79,108459.72
5767341,361402.8,10242,499,241.82597,0.079890005,283.5007,6.9399695,42.905663,3.6951485,134.0318,195.03394,5239.1978,105983.64
5767342,361402.8,10242.6,498,237.67,0.079666294,283.18347,7.354423,43.494862,3.384011,133.3877,193.62204,5207.7891,106982.28
5767343,361402.8,10243.2,490,230.62415,0.078238212,284.08319,7.411696,44.05888,2.7955492,133.16078,192.46327,4995.6289,101086.2
5767344,361402.8,10243.8,480,221.8929,0.076625533,285.88275,7.2292838,44.612835,2.2132916,132.20937,190.76112,4657.2417,89283.602
5767345,361402.8,10244.4,460,212.9734,0.075572334,287.04749,7.2469311,45.178783,1.6438441,131.04207,188.18552,4311.9741,79160.039
5767346,361402.8,10245,449,203.42422,0.086591594,287.20224,7.443676,45.75288,1.1071531,115.38871,171.8179,4172.0303,74899.797
5767347,361402.8,10245.6,431,195.22565,0.090454631,286.99005,7.6485009,46.332699,0.68509287,109.16597,164.68649,4038.678,72055.438
5767349,361402.8,10246.8,317,147.15619,0.050791096,280.03174,8.365202,47.503704,0.72973335,149.73816,190.80968,2946.1719,53775.719
5767350,361402.8,10247.4,334,150.75201,0.057734773,287.49393,8.4907532,48.093075,0.85440856,140.31818,181.14142,3284.5688,57606.121
5767351,361402.8,10248,266,115.91284,0.052724686,278.858,10.109068,48.684242,0.77485645,131.70378,166.21251,2715.8708,48874.68
5767352,361402.8,10248.6,189,84.689842,0.044395383,270.302,11.508454,49.276821,0.69648021,127.49207,154.82878,1969.4038,38375.641
5767353,361402.8,10249.2,171,73.512192,0.037662912,268.17471,12.037902,49.870525,0.61810392,131.8918,156.61295,1814.036,36065.52
5767354,361402.8,10249.8,154,67.686195,0.035288867,267.31689,12.247786,50.46513,0.53972769,131.36295,155.25162,1661.5896,32978.16
5767355,361402.8,10250.4,145,62.940735,0.033157829,267.21594,12.51436,51.060474,0.46135145,129.6333,154.4464,1601.6797,31432.68
5767356,361402.8,10251,133,57.461479,0.031962417,267.68127,13.083813,51.656425,0.38297519,130.76038,150.30502,1566.2501,31203.359
5767357,361402.8,10251.6,122,52.670952,0.076815523,268.08334,13.63406,32.668022,0.30459893,76.307579,92.825226,1511.6239,29226.6
5767358,361402.8,10252.2,113,48.817535,0.095433146,268.74231,14.347105,33.262653,0.10684182,64.365616,80.175789,1475.887,30040.199
5767359,361402.8,10252.8,51,26.397757,0.18711264,15.465155,3.5060949,10.196966,0.24820419,11.286389,42.105309,159.39438,662.03998
5767360,361402.8,10253.4,66,31.405914,0.11427654,335.36087,3.0254543,15.373403,0.84264266,27.021133,58.766808,306.14847,2302.2
5767361,361402.8,10254,69,38.149239,0.050631002,290.48129,6.1237082,35.049229,0.44882801,65.077583,97.305992,430.88165,6220.4399
5832729,361403.4,10153.2,62,21.519861,0.15195186,77.328812,4.4793615,17.129341,0.58288896,26.563469,42.186321,329.32602,3140.28
5832730,361403.4,10153.8,73,27.408005,0.18020007,69.167236,5.7847881,17.157335,1.18288,27.36344,43.718594,430.55209,4487.3999
5832731,361403.4,10154.4,94,33.681892,0.20542784,61.748833,6.3845921,16.992327,1.2222912,27.57691,45.391396,643.22632,7082.2798
5832732,361403.4,10155,78,28.884935,0.18013778,55.406677,4.1199265,16.285648,1.2212411,26.409863,44.888824,384.19638,3448.0801
5832733,361403.4,10155.6,64,24.035515,0.36404666,29.73225,1.4110752,8.0399294,1.220191,10.447025,28.804022,173.17429,662.76001
5832734,361403.4,10156.2,95,32.919846,0.20407854,357.48413,3.3702834,13.922306,0.9445855,21.90229,45.023075,444.08163,3371.04
5832735,361403.4,10156.8,90,33.388077,0.2148449,343.63974,3.7589102,13.940763,0.34458548,20.13356,44.191437,418.22928,3053.8799
5832736,361403.4,10157.4,155,58.445454,0.062899604,121.76339,7.5644331,39.127594,0.13541451,81.133438,108.05785,1192.408,17094.24
5832737,361403.4,10158,177,67.762901,0.074777536,135.04169,8.8546381,38.210842,0.73541451,78.972115,106.71251,1700.6417,33541.199
5832738,361403.4,10158.6,161,62.696384,0.082759798,131.71898,6.2062435,33.837143,1.2486912,67.431404,97.570038,1114.3362,15903.36
5832739,361403.4,10159.2,142,50.25119,0.31478801,99.789314,3.760989,10.165075,1.2486912,15.683659,44.788757,641.71704,3807.3601
5832740,361403.4,10159.8,139,48.958923,0.31170845,95.311203,3.3776894,9.5931435,1.2486912,15.993452,44.42696,584.84088,3232.0801
5832741,361403.4,10160.4,141,48.795326,0.35338491,88.826729,3.0888588,9.0268946,1.2486912,13.842679,41.655277,570.15387,2986.5601
5832742,361403.4,10161,158,55.939358,0.13669309,77.708214,3.130899,19.913048,1.2486912,42.391815,71.711761,673.69989,3880.8
5832743,361403.4,10161.6,194,71.053131,0.16359738,58.896935,3.4342403,18.575323,1.2486912,40.484341,73.876854,916.01733,5778.7202
5832744,361403.4,10162.2,229,83.852386,0.18783392,43.058792,3.2467861,17.12785,1.2499542,37.90646,74.898933,1095.6263,6833.52
5832745,361403.4,10162.8,242,88.230728,0.1924611,31.89823,2.8695059,15.619752,1.4106023,36.595875,75.900284,1141.262,6919.2002
5832746,361403.4,10163.4,251,92.608627,0.19210835,17.206186,2.604311,14.134647,1.7712177,36.273964,77.831879,1164.0481,6811.2002
5832747,361403.4,10164,268,98.754517,0.14918658,356.07382,2.6233525,14.381538,1.9653999,47.033485,91.204971,1298.7283,7995.96
5832748,361403.4,10164.6,284,104.72871,0.15097219,338.28214,2.9341497,14.795896,1.9617288,47.110561,93.366119,1467.5702,9739.0801
